,19/08/2017,31/08/2017,12/09/2017,24/09/2017,6/10/2017,18/10/2017,30/10/2017,11/11/2017,23/11/2017,5/12/2017,17/12/2017,29/12/2017,10/01/2018,22/01/2018,3/02/2018,15/02/2018,27/02/2018,11/03/2018,23/03/2018,4/04/2018,16/04/2018,28/04/2018,10/05/2018,22/05/2018,3/06/2018,15/06/2018,27/06/2018,9/07/2018,21/07/2018,2/08/2018,14/08/2018,26/08/2018,7/09/2018,19/09/2018,1/10/2018,13/10/2018,25/10/2018,6/11/2018,18/11/2018,30/11/2018,12/12/2018,24/12/2018,5/01/2019,17/01/2019,X,Y,Count,Nbhd
Pixel.1,0.001326,-0.000669,-7.00E-06,0.00098,-0.000118,-0.003098,-0.003534,0.00014,-0.003965,-0.000396,-0.001162,0.00201,9.90E-05,2.60E-05,-0.002045,-0.003806,0.002079,-0.001555,-0.003182,-0.002676,-0.00247,0.00072,0.003548,0.001472,0.002294,-0.00021,-0.001537,-0.002076,-0.001848,-0.002591,-0.004176,-0.003064,0.000828,-0.002335,-0.002014,-0.004844,-0.001491,-0.005016,-0.004039,-0.004434,-0.005359,-0.002801,0.000914,-0.001899,591817,7775020,1,1
Pixel.2,-0.001892,-4.80E-05,0.003327,0.001499,-0.001363,-0.001872,-0.005348,-0.00249,0.000487,0.000796,-0.001113,-0.000343,0.000629,0.002087,-0.001528,-0.002146,0.003723,0.000387,-0.001075,-0.002772,0.001109,0.00203,0.004595,0.000593,0.002092,0.00195,-0.001468,-0.003105,-0.00236,-0.004318,-0.005138,-0.00454,-0.002677,-0.001929,-0.001445,-0.006204,0.003273,0.000491,-0.003452,-0.000707,-0.002088,-0.000315,0.000848,0.000432,591837,7775020,2,1
Pixel.3,-0.000417,0.000541,-0.000999,0.001585,-0.000387,-0.000544,-0.003282,-0.000358,-0.005811,0.003562,0.003082,-0.000932,-0.000403,-0.001869,-0.004864,-0.00336,0.000538,-0.003366,-0.002724,-0.004883,-0.001895,0.004292,0.003256,-0.004036,-0.000234,-0.001162,-0.002404,-0.001346,-0.001508,-0.002325,-0.00263,-0.002342,0.003143,-0.003653,-0.001569,-0.003293,-0.001059,-0.005507,-0.004667,-0.006933,-0.005205,-0.00626,-0.003304,-0.002799,591856,7775020,1,1
Pixel.4,-0.002239,0.000272,0.002295,0.000916,0.00144,-0.000547,-0.003639,-0.000297,-0.002364,-0.002031,-0.001671,0.000401,0.002511,-0.002213,-0.00251,-0.005182,0.003904,-0.001419,-0.001003,-0.001062,-0.001295,0.000145,0.001896,-0.004404,0.001049,0.001375,-0.000687,-0.001689,-0.00037,-0.001162,-0.003286,0.001067,-0.001394,-0.003831,-0.004624,-0.006547,0.000711,-0.004956,-0.0046,-0.008208,-0.00326,-0.002702,-0.004436,-0.001446,591876,7775020,3,1
Pixel.5,0.001968,0.002172,-0.004011,-0.001209,-0.001691,-0.005263,-0.002264,0.000431,-0.002134,0.003493,-0.001005,-0.002136,0.00072,-6.00E-06,0.001036,-0.003387,0.003252,0.001864,-0.000436,-0.003103,0.003813,0.004955,0.003614,-0.002206,0.003073,-0.004708,-0.00329,-0.001368,-0.00348,-0.000401,-0.003709,-0.003414,-0.004449,-0.006664,-0.000534,-0.000357,0.002074,-0.007236,-0.002859,-0.007105,-0.004696,-0.003849,0.000372,0.003359,591796,7775000,3,1
Pixel.7,-0.001397,0.00362,0.000273,0.000411,-0.002992,-0.005032,-0.000655,-0.003706,-0.004189,0.001135,0.000357,-0.00027,0.002422,0.000337,-0.00026,-0.000218,0.001532,0.000197,-0.002479,0.000937,0.001287,0.000155,0.005008,0.000422,0.000786,-0.000302,-0.005786,-0.004996,-0.001208,-0.001037,-0.001254,-0.004608,0.001107,-0.002775,-0.001174,-0.002883,-0.000109,-0.000298,-0.002572,-0.004159,-0.004089,-0.005088,-0.000876,0.001461,591836,7775000,1,1
Pixel.8,-0.001334,0.004463,0.004694,0.001039,-0.000101,-0.00272,-0.003352,0.001592,-0.004823,0.004422,-0.003348,-0.000128,-0.000772,-0.004462,-0.006282,-0.003198,-0.002092,-0.000917,-0.002726,-0.002663,-0.000611,-0.003216,0.001426,-0.000458,-0.000842,-0.000397,-0.001199,-0.000549,0.000418,0.000802,-0.003787,-0.002665,0.000906,-0.003157,-0.001332,0.000312,0.000998,-0.002927,-0.009378,-0.006739,-0.006554,-0.004051,0.000337,-0.000588,591856,7775000,2,1
Pixel.10,0.000637,-0.002955,-0.001396,0.000744,0.006001,0.001837,-0.002873,0.002107,-0.005914,-0.001454,-0.001195,-0.000905,-0.000757,-0.00313,-0.000449,-0.002646,-0.001517,-0.004312,-0.005721,-0.001494,-0.002525,-0.001642,0.001923,-0.001569,-0.00167,-0.000528,-0.002076,-0.00349,-0.005478,-0.002373,-0.007435,-0.00191,-0.003401,-0.004548,-0.003302,-0.004788,-0.000672,-0.002904,-0.005021,-0.008919,-0.001901,-0.002609,-0.000178,-0.006697,591896,7775000,2,1
Pixel.11,0.004128,-0.00068,-0.000642,0.002714,0.004534,-0.003421,-0.001116,-0.001898,-0.003353,0.000624,0.000914,-0.001178,0.001878,-0.001425,0.003845,-0.002795,0.003355,0.000363,-0.001299,-0.001988,0.001458,-0.001398,0.002022,0.000409,0.000673,0.000717,0.000555,0.001059,-0.003061,0.000867,-0.00234,-0.002098,-0.004175,-0.003584,0.000498,-0.001361,0.004292,-0.001681,-0.001957,-0.003698,-0.002164,-0.001646,0.000871,0.000601,591795,7774980,1,1
Pixel.15,-0.000168,0.00313,0.000561,0.003366,0.001088,-0.003128,-0.00047,-0.000819,-0.006287,0.002511,-0.002204,-0.001764,-0.00081,-0.000249,-0.003464,-0.001297,0.001219,-0.000824,-0.000569,-0.001288,-0.000399,-0.001814,0.00202,-0.001023,0.001679,0.002392,-0.002456,0.001402,-0.004683,0.001748,-0.003711,-0.000709,0.000771,-0.001921,-0.002714,-0.004853,-0.000636,-0.003166,-0.00464,-0.002187,-0.005218,-0.00459,0.00085,0.004959,591875,7774980,3,1
Pixel.16,0.005248,0.001956,0.00266,0.000989,-0.001285,-0.002904,-0.004544,0.002833,-0.00438,0.000489,-0.001705,-0.001112,-0.001973,-0.000447,-0.001408,-0.002726,-0.001292,0.000145,-0.00429,-0.003692,-0.000621,-0.003296,5.20E-05,-0.003202,-0.000721,-0.00136,-0.003168,-0.004291,-0.00262,-0.001753,-0.00559,-0.000651,0.001795,-0.001914,-0.000889,-0.00486,0.00214,8.90E-05,-0.004031,0.000632,-0.004274,-0.004083,-0.001098,0.003463,591895,7774980,3,1
Pixel.19,0.002039,0.003504,-0.001387,0.000768,0.000919,-0.002177,-0.000336,0.001626,-0.006202,0.000573,-0.000192,0.00379,0.000479,-0.002242,-0.002897,0.00029,-0.002075,-0.000448,0.000664,-0.000897,0.00355,0.003199,0.002044,-0.000827,-0.000263,-0.002742,-0.002981,-0.00296,-0.003191,-0.004179,-0.002569,-0.003238,-0.000928,-0.003968,-3.00E-05,-0.002378,0.004795,-0.004013,-0.003548,-0.000125,-0.004828,-0.005149,-0.002182,0.001023,591834,7774960,2,1
Pixel.20,0.002028,0.007117,-5.80E-05,-0.001146,-0.00166,-0.003847,-0.00363,0.001528,-0.005358,0.003826,0.000371,0.000601,0.001498,-0.001794,0.00033,-0.004153,0.000628,-0.001827,-0.002717,0.000713,0.000599,-0.000284,0.001972,-0.000927,0.001318,-0.000785,-0.002484,-0.001172,0.000182,-0.000202,-0.000944,-0.003668,0.003797,-0.005585,-0.0017,-0.003636,0.003457,-0.001471,-0.00414,-0.005004,-0.003883,-0.004326,8.60E-05,-0.001727,591854,7774960,2,1
Pixel.21,0.001225,0.000162,0.002647,0.00392,0.000625,-0.000614,-0.001732,0.001353,-0.004784,0.000132,-0.000951,-0.001328,-0.001543,-0.001309,-0.000919,-0.001094,0.001056,-0.001119,-0.002702,0.000637,0.00283,0.002466,0.004287,-0.005312,0.000269,5.20E-05,-0.001119,-0.002974,-0.002942,0.001161,-0.00127,0.000692,0.000385,-0.004613,-0.001491,-0.003959,0.003243,-0.001082,-0.004669,-0.001624,-0.002711,-0.00224,0.005281,0.005438,591874,7774960,3,1
Pixel.22,0.003516,-0.000553,0.003131,-0.00159,-7.60E-05,-0.004913,0.001245,-0.001333,-0.005143,0.002416,-0.003228,0.000744,0.001276,-0.000779,-0.00192,-0.00335,0.000291,-0.002079,0.00349,6.30E-05,0.001967,0.001204,0.002936,-0.000213,-0.003364,-0.000246,-0.000828,-0.000302,-0.003321,-0.000402,-0.002925,-0.003832,0.000929,-0.002657,-0.003314,-0.002675,0.000404,-0.001297,0.000369,-0.00349,-0.0022,-0.005434,-0.003558,-0.001819,591894,7774960,2,1
Pixel.23,0.004795,-0.001053,-0.000686,0.000329,0.001607,-0.007211,0.001985,-0.001245,-0.003423,0.004442,-0.003001,0.000522,-0.001799,-0.003701,0.001684,-0.000386,0.000249,0.000201,0.000153,-0.00192,-0.000711,0.001482,0.000218,-0.00156,-0.004907,-0.001773,-0.002549,-0.000188,-0.00223,-0.004772,-0.000213,-0.000247,0.001984,-0.002942,-0.001447,-0.003758,0.000973,0.003529,-0.004904,-0.002473,-0.001099,-0.003822,0.000519,-0.004308,591814,7774940,4,1
Pixel.24,0.002481,0.001017,0.001587,0.002923,0.002705,-0.004048,-0.002416,-0.003354,-0.005867,0.004221,-0.001332,0.001123,0.000547,7.20E-05,-0.001757,0.000676,0.001299,0.001394,-0.000495,-0.005734,0.002682,-0.001146,-0.000765,-0.004134,0.001382,-0.003439,0.001307,-0.001399,-0.001343,0.001216,-0.003148,-0.005224,0.000872,-0.000675,0.00067,-0.008042,0.002578,-0.004157,-0.00618,-0.000812,-0.003151,0.004931,-0.003542,-0.003844,591834,7774940,4,1
Pixel.25,-0.000232,0.00692,-0.00106,9.20E-05,0.000728,-0.00141,-0.005494,-0.003816,-0.004979,0.001659,-0.005044,0.001612,-0.001175,-0.003256,-0.005159,-0.001284,0.00194,0.002311,-0.0045,-0.001176,-0.0012,-1.00E-05,-0.001661,-0.001159,0.000418,-0.002375,-0.001368,-0.000365,-0.001701,-0.002488,-0.001293,-0.005839,0.001694,-0.005284,-0.000989,-0.00369,-0.002903,-0.006314,-0.006568,-0.003772,-0.005581,-0.009264,-0.000891,-0.000347,591854,7774940,1,1
Pixel.26,0.001194,-0.000268,0.001179,0.00313,0.002969,-0.001735,0.000204,-0.003537,-0.001285,0.003675,-0.001088,-0.003587,-0.00145,-0.002333,-0.001794,-0.003071,-0.000213,0.000667,-0.003827,-0.00032,-0.000795,-0.00236,-0.004124,-0.000392,-0.004608,-0.004576,-0.00497,-8.20E-05,0.002137,-0.002167,-0.003457,-0.004958,-0.001786,-0.00567,-0.001506,-0.004206,-0.005172,-0.006562,-0.007383,-0.003113,-0.004612,-0.004148,7.30E-05,-0.006802,591873,7774940,1,1
Pixel.30,0.00399,0.002451,0.000513,0.000601,0.001664,-0.001831,-0.0018,0.001691,-0.006285,0.00179,-0.002772,-0.001202,-6.60E-05,-0.003834,-0.000366,-0.00086,0.002613,-0.000232,-0.001804,0.002035,-0.001336,-9.60E-05,0.002484,-0.000556,0.002317,0.000107,-0.000812,-0.000172,-0.000369,-0.001906,-0.001963,-0.003141,0.000561,0.000424,-0.001852,-0.001128,0.001151,-0.00199,-0.004012,-0.00089,0.000235,-0.006146,0.000292,0.002418,591893,7774920,3,1
Pixel.41,0.000884,-0.005827,0.004234,0.002261,0.002123,0.001139,-0.00088,-0.003959,-0.00654,0.001266,1.90E-05,-0.006993,0.001124,-0.002127,-0.005256,-0.000927,-0.002963,-0.004532,-0.004524,-0.002703,-0.007932,-0.007604,-0.005759,-0.004115,-0.005528,-0.008529,-0.008848,-0.009151,-0.009811,-0.00379,-0.007,-0.006623,-0.004376,-0.00871,-0.007154,-0.008089,-0.004703,-0.003886,-0.009203,-0.008561,-0.007484,-0.009723,-0.005328,-0.007228,592079,7775110,1,2
Pixel.51,-0.00096,-0.000265,0.002353,0.003724,0.000585,0.003161,-0.002716,-0.005703,-0.005161,-0.001822,-0.002033,-0.005843,-0.001137,-0.004437,-0.003414,0.002043,-0.001504,-0.004671,-0.001992,-0.003223,-0.004295,-0.006588,-0.002682,-0.001816,-0.004669,-0.004211,-0.007361,-0.008318,-0.007671,-0.00148,-0.007316,-0.005147,-0.002734,-0.004546,-0.007145,-0.00671,-0.005744,-0.005524,-0.013082,-0.008325,-0.007296,-0.008844,-0.006136,-0.007087,592099,7775110,3,2
Pixel.81,0.001001,0.001615,-0.001199,-0.006345,5.30E-05,-0.002791,-0.00232,-0.006499,-0.006023,0.000873,0.003442,-0.003417,-0.002894,-0.001689,-0.005953,-0.000883,-0.002047,-0.006723,0.000153,-0.003611,-0.004136,-0.006021,-0.0086,-0.006747,-0.005597,-0.00797,-0.006213,-0.013071,-0.010713,-0.002572,-0.004974,-0.00888,-0.010963,-0.00913,-0.006086,-0.009823,-0.006874,-0.009018,-0.011023,-0.008728,-0.006177,-0.005508,-0.010762,-0.011149,592039,7775090,1,2
Pixel.9,-0.000651,-0.001757,0.003565,0.001655,0.002004,-0.005865,-0.001065,-0.006068,-0.007461,-0.002694,0.004867,-0.000656,0.001318,-0.004043,-0.001273,-0.003472,-0.000189,-0.003292,-0.003625,-0.003037,-0.003177,-0.011124,-0.00305,-0.006534,-0.006887,-0.007074,-0.008127,-0.00984,-0.006374,-0.00844,-0.003818,-0.004185,-0.008657,-0.007916,-0.005824,-0.009258,-0.005009,-0.008564,-0.007987,-0.004851,-0.003193,-0.011046,-0.006029,-0.003574,592059,7775090,3,2
Pixel.13,0.001309,-0.002264,0.007281,0.00264,-0.001285,0.000437,-0.007028,-0.000324,-0.009161,-0.000164,-0.002259,-0.00633,-0.001193,-0.003599,0.000934,-0.000892,-0.002865,-0.009913,-0.006054,-0.00269,-0.001861,-0.001113,-0.003194,-0.001677,-0.005542,-0.0059,-0.006982,-0.00842,-0.006366,-0.006982,-0.005037,-0.003493,-0.002947,-0.006411,-0.003415,-0.009676,-0.00245,-0.005671,-0.008637,-0.004321,-0.006297,-0.011667,-0.006528,-0.003411,592138,7775090,4,2
Pixel.191,-0.001833,0.001325,0.001836,0.002263,0.001613,-0.003517,-0.004245,-0.004336,-0.008494,6.60E-05,-0.002487,-0.004189,-0.003576,-0.004843,-0.002532,-0.004738,-0.004071,-0.005249,-0.002367,-0.003905,-0.001082,0.001131,-0.001851,-0.003742,-0.004517,-0.006541,-0.002836,-0.008486,-0.002501,-0.006698,-0.00572,-0.00987,-0.005462,-0.008188,-0.009215,-0.011208,-0.008636,-0.0044,-0.010707,-0.008166,-0.007893,-0.008832,-0.011904,-0.009159,592118,7775070,1,2
Pixel.201,-0.000949,0.000383,0.001696,0.002703,-0.001778,-0.000542,-0.003089,-0.003199,-0.00364,-0.002248,0.001921,-0.001026,-0.00173,-0.000825,-0.003289,-0.004222,-0.000767,-0.00261,-0.00174,-0.001708,-0.00205,-0.005016,-0.005491,-0.002209,-0.001352,-0.00516,-0.00245,-0.009024,-0.005447,-0.004392,-0.001628,-0.003457,-0.003106,-0.004424,-0.003519,-0.005328,-0.00179,-0.003803,-0.008466,-0.005693,-0.004729,-0.009087,-0.010304,-0.001833,592137,7775070,3,2
Pixel.231,0.004879,0.00145,0.001028,-0.001677,-0.005758,-0.002627,0.000289,-0.007648,-0.000544,0.000538,0.000294,-0.005092,3.40E-05,-0.005452,-0.0013,-0.004414,-0.004048,-0.004693,-0.001232,-0.005682,-0.003102,-0.002813,-0.005323,-0.002402,-0.007176,-0.003046,-0.005477,-0.005807,-0.010291,-0.008958,-0.006159,-0.008519,-0.006484,-0.006517,-0.005839,-0.009989,-0.007097,-0.00259,-0.011012,-0.007121,-0.004245,-0.008513,-0.007744,-0.008652,592057,7775050,1,2
Pixel.251,-0.000239,-0.000808,0.000127,0.006793,0.000889,-0.002899,-0.004238,-0.003484,-0.005572,-0.003219,-0.002038,-0.000861,-0.004145,-0.002235,-0.002893,-0.006428,-0.002045,-0.006126,-0.006748,-0.004619,-0.007015,-0.002357,0.000747,-0.004556,-0.0056,-0.005844,-0.00395,-0.010011,-0.005489,-0.007467,-0.00728,-0.007692,-0.005535,-0.010861,-0.010525,-0.007951,-0.005288,-0.003894,-0.013882,-0.008795,-0.010985,-0.006319,-0.008742,-0.01089,592097,7775050,1,2
Pixel.29,0.004203,0.000621,0.002026,0.003967,-0.001537,-0.003311,-0.001511,-0.003428,-0.001415,-0.00175,0.00064,-0.001951,-0.000205,-0.000753,-0.00517,-0.00166,-3.90E-05,-0.00292,-0.004323,-0.00432,-0.006118,-0.001105,-0.00201,-0.005208,-0.006562,-0.005119,-0.007372,-0.007829,-0.006119,-0.007345,-0.00616,-0.009226,-0.007707,-0.007347,-0.006585,-0.003459,-0.003314,-0.003839,-0.010338,-0.003671,-0.006464,-0.005801,-0.00444,-0.003129,592036,7775030,1,2
Pixel.34,-0.001722,-0.001243,0.002363,0.00407,-0.000336,0.003151,-0.003225,-0.002709,0.000299,-0.003554,0.003835,-0.004205,-0.000258,-0.003303,-9.50E-05,-8.00E-06,0.000668,-0.004377,-0.004503,-0.004906,-0.000452,-0.002392,0.000232,-0.001275,-0.000252,-0.004758,-0.002392,-0.006008,-0.003179,-0.00357,-0.005655,-0.005183,-0.001367,-0.009174,-0.006884,-0.004633,-0.002041,0.001439,-0.006446,-0.006033,-0.005668,-0.011429,-0.004427,-0.002899,592136,7775030,4,2
Pixel.37,-0.000907,0.001996,0.000269,0.006866,-0.005124,-0.001342,-0.002459,-0.004364,-0.008,-0.000663,0.000266,-0.001734,-0.003291,-0.001688,-0.00143,-0.002177,-0.00357,-0.006796,-0.003998,-0.004809,-0.002764,-0.000667,-0.002664,-0.004666,-0.005578,-0.001109,-0.008831,-0.011758,-0.004147,-0.007491,-0.011602,0.000902,-0.005321,-0.008675,-0.008761,-0.005679,-0.004105,-0.001323,-0.012723,-0.008792,-0.003691,-0.010932,-0.007513,-0.006044,592076,7775010,3,2
Pixel.38,0.001865,-0.001219,0.000751,-7.50E-05,-0.000103,0.000835,-0.00083,-0.009168,-0.005085,-0.00094,0.002828,-0.003595,-0.003047,-0.003402,-0.001018,-0.004961,0.001015,-0.001213,-0.006441,-0.003761,-0.006463,-0.001438,-0.002767,-0.005151,-0.003171,-0.009332,-0.002638,-0.003205,-0.000826,-0.005865,-0.003729,-0.006365,-0.004725,-0.013675,-0.010076,-0.003332,-0.007322,-0.001555,-0.010488,-0.006523,-0.0099,-0.005771,-0.006291,-0.007518,592095,7775010,3,2
Pixel.39,-0.000381,-3.20E-05,-0.0017,0.001839,0.003516,-0.001985,-0.002837,-0.005333,-0.00534,-0.002214,0.001008,-0.001512,-0.00259,-0.002855,-0.003635,-0.002517,0.000343,-0.003097,-0.003294,-0.004475,-0.004302,-0.00368,-0.003161,-0.004565,-0.004575,-0.007637,-0.005201,-0.005648,-0.006377,-0.007877,-0.005757,-0.006913,-0.005756,-0.012298,-0.00938,-0.00694,-0.003482,-0.00202,-0.010895,-0.010759,-0.007741,-0.012207,-0.009846,-0.007865,592115,7775010,1,2
Pixel.40,-0.001512,0.00115,0.00255,0.002896,-0.001332,-0.001767,-0.004446,-0.010323,-0.006526,-0.004425,0.003213,-0.003532,-0.002167,-0.004041,-0.003553,-0.00605,-0.002031,-0.000307,-0.004897,-0.00624,-0.006835,-0.008891,-0.004485,-0.00861,-0.006981,-0.010666,-0.0103,-0.012056,-0.008624,-0.01076,-0.009009,-0.010293,-0.009449,-0.014275,-0.011435,-0.010338,-0.010061,-0.009475,-0.013347,-0.012967,-0.0144,-0.017071,-0.014286,-0.010996,592135,7775010,1,2
Pixel.42,0.001058,0.003659,0.001793,0.004545,-0.000704,-0.00204,-0.003099,-0.002518,-0.002132,-0.000951,0.001136,-0.003954,-0.001293,-0.000597,-0.004147,-0.003238,-4.00E-05,-0.003931,-0.004054,-0.002134,-0.002513,-0.001534,0.000156,-0.000835,-0.006678,-0.006071,-0.002908,-0.005527,-0.001949,-0.005879,-0.003951,-0.003604,-0.00397,-0.009336,-0.007235,-0.007244,-0.000863,-0.000955,-0.006298,-0.00432,-0.00204,-0.004165,-0.001512,-0.002056,592075,7774990,7,2
Pixel.43,0.002377,-0.002775,-0.001383,0.001096,0.000585,-0.000519,0.001033,-0.003762,-0.000954,5.70E-05,0.000334,-0.004008,-0.001448,0.001249,-0.001266,-0.002231,0.000119,-0.006842,-0.001084,-0.007985,-0.004728,-0.003066,0.000328,-0.000987,-0.002317,-0.002805,-0.001308,-0.004566,-0.00248,-0.004429,-0.00521,-0.002432,5.30E-05,-0.006055,-0.004536,-0.001901,-0.004268,-0.003273,-0.007808,-0.006151,-0.002613,-0.009721,-0.003638,-0.001235,592095,7774990,6,2
Pixel.110,0.004213,-0.002876,0.003141,0.006595,0.000195,-0.004116,0.001253,-0.001046,-0.003716,0.000492,0.000447,-0.003972,-0.001233,-0.001788,-0.006406,-0.003969,-0.003411,-0.006361,-0.006473,-0.007515,-0.004995,-0.003261,-0.003131,-0.004152,-0.003849,-0.006965,-0.005597,-0.005265,-0.008428,-0.001109,-0.006951,-0.004857,-0.007555,-0.010841,-0.009296,-0.011171,-0.006412,-0.006679,-0.007034,-0.006535,-0.0101,-0.005772,-0.008971,-0.012267,592322,7775220,1,3
